Source Function,Target Function
addIssuer(address),listToken(address)
"addExistingToken(address,bool)",listToken(address)
removeIssuer(address),listToken(address)
removeToken(address),listToken(address)
"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)",listToken(address)
renounceOwnership(),listToken(address)
transferOwnership(address),listToken(address)
delistIssuer(address),listToken(address)
delistToken(address),listToken(address)
listIssuer(address),listToken(address)
"addExistingToken(address,bool)",addIssuer(address)
removeIssuer(address),addIssuer(address)
removeToken(address),addIssuer(address)
"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)",addIssuer(address)
renounceOwnership(),addIssuer(address)
transferOwnership(address),addIssuer(address)
listToken(address),addIssuer(address)
delistIssuer(address),addIssuer(address)
delistToken(address),addIssuer(address)
listIssuer(address),addIssuer(address)
addIssuer(address),unpauseToken(address)
"addExistingToken(address,bool)",unpauseToken(address)
removeIssuer(address),unpauseToken(address)
removeToken(address),unpauseToken(address)
"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)",unpauseToken(address)
renounceOwnership(),unpauseToken(address)
transferOwnership(address),unpauseToken(address)
addIssuer(address),"addExistingToken(address,bool)"
removeIssuer(address),"addExistingToken(address,bool)"
removeToken(address),"addExistingToken(address,bool)"
"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)","addExistingToken(address,bool)"
renounceOwnership(),"addExistingToken(address,bool)"
transferOwnership(address),"addExistingToken(address,bool)"
addIssuer(address),removeIssuer(address)
"addExistingToken(address,bool)",removeIssuer(address)
removeToken(address),removeIssuer(address)
"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)",removeIssuer(address)
renounceOwnership(),removeIssuer(address)
transferOwnership(address),removeIssuer(address)
addIssuer(address),removeToken(address)
"addExistingToken(address,bool)",removeToken(address)
removeIssuer(address),removeToken(address)
"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)",removeToken(address)
renounceOwnership(),removeToken(address)
transferOwnership(address),removeToken(address)
listToken(address),"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)"
addIssuer(address),"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)"
"addExistingToken(address,bool)","addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)"
removeIssuer(address),"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)"
removeToken(address),"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)"
delistIssuer(address),"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)"
delistToken(address),"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)"
listIssuer(address),"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)"
addIssuer(address),upgradeToken(address)
"addExistingToken(address,bool)",upgradeToken(address)
removeIssuer(address),upgradeToken(address)
removeToken(address),upgradeToken(address)
"addNewToken(bytes32,bytes32,bytes32,address,uint256,uint256,uint256,uint256,uint256,uint256,address)",upgradeToken(address)
